account_id,upi_id,customer_name,account_type,is_verified_merchant,balance,risk_score,status,created_at
ACC-10068,sunita.deshmukh@oksbi,Sunita Deshmukh,SAVINGS,False,30889.72,0.12,ACTIVE,2024-03-31T03:45:55Z
ACC-10072,preeti.bhatia@oksbi,Preeti Bhatia,SAVINGS,False,169053.94,0.17,ACTIVE,2026-01-01T21:55:45Z
ACC-10074,shikha.tiwari@oksbi,Shikha Tiwari,SAVINGS,False,36673.83,0.03,ACTIVE,2025-10-14T09:17:57Z
ACC-10076,bhavna.banerjee@oksbi,Bhavna Banerjee,SAVINGS,False,115616.89,0.08,ACTIVE,2024-09-15T21:00:55Z
ACC-10084,ayush.roy@oksbi,Ayush Roy,SAVINGS,False,76790.45,0.13,ACTIVE,2024-02-09T04:13:20Z
ACC-10086,karthik.gupta@oksbi,Karthik Gupta,SAVINGS,False,89589.78,0.06,ACTIVE,2024-07-28T03:48:28Z
ACC-10092,prateek.venkatesh@oksbi,Prateek Venkatesh,SAVINGS,False,19671.06,0.04,ACTIVE,2024-08-28T14:27:45Z
ACC-10094,akash.jain@oksbi,Akash Jain,SAVINGS,False,15191.96,0.10,ACTIVE,2024-07-04T18:34:24Z
ACC-STUD-0059,advaith.verma@oktalb,Advaith Verma,SAVINGS,False,10438.55,0.02,ACTIVE,2025-10-19T00:00:00Z
ACC-STUD-0060,pranav.chaubey@oksbi,Pranav Chaubey,SAVINGS,False,16900.15,0.01,ACTIVE,2026-03-30T00:00:00Z
ACC-STUD-0061,veer.reddy@okfcc,Veer Reddy,SAVINGS,False,2468.56,0.02,ACTIVE,2026-04-05T00:00:00Z
ACC-STUD-0062,deepak.paul@okhdfcbank,Deepak Paul,SAVINGS,False,23008.20,0.07,ACTIVE,2026-01-16T00:00:00Z
ACC-STUD-0063,aarav.singh@oktalb,Aarav Singh,SAVINGS,False,13919.14,0.02,ACTIVE,2026-01-03T00:00:00Z
ACC-STUD-0064,rhea.mehta@oksbi,Rhea Mehta,SAVINGS,False,5030.15,0.07,ACTIVE,2025-12-12T00:00:00Z
ACC-STUD-0065,aadhya.gupta@oktalb,Aadhya Gupta,SAVINGS,False,21072.33,0.08,ACTIVE,2026-01-22T00:00:00Z
ACC-STUD-0066,aarna.saxena@okfcc,Aarna Saxena,SAVINGS,False,31773.27,0.05,ACTIVE,2025-10-29T00:00:00Z
ACC-STUD-0067,tara.jha@okhdfcbank,Tara Jha,SAVINGS,False,4038.76,0.06,ACTIVE,2026-05-27T00:00:00Z
ACC-STUD-0068,riya.saxena@okhdfcbank,Riya Saxena,SAVINGS,False,15374.61,0.04,ACTIVE,2025-07-22T00:00:00Z
ACC-STUD-0069,tara.singh@okicici,Tara Singh,SAVINGS,False,9147.01,0.03,ACTIVE,2025-11-29T00:00:00Z
ACC-STUD-0070,ishaan.yadav@oktalb,Ishaan Yadav,SAVINGS,False,20996.11,0.03,ACTIVE,2025-08-27T00:00:00Z
ACC-STUD-0071,mehak.sengupta@okicici,Mehak Sengupta,SAVINGS,False,26617.91,0.03,ACTIVE,2026-04-24T00:00:00Z
ACC-STUD-0072,siya.malhotra@okhdfcbank,Siya Malhotra,SAVINGS,False,30884.17,0.04,ACTIVE,2025-06-17T00:00:00Z
ACC-STUD-0073,krishna.shah@okfcc,Krishna Shah,SAVINGS,False,9260.87,0.04,ACTIVE,2025-11-09T00:00:00Z
ACC-STUD-0074,kriti.kapoor@okicici,Kriti Kapoor,SAVINGS,False,10501.90,0.05,ACTIVE,2025-08-11T00:00:00Z
ACC-STUD-0075,aadhya.thakur@okaxis,Aadhya Thakur,SAVINGS,False,16078.12,0.03,ACTIVE,2026-03-26T00:00:00Z
ACC-STUD-0076,kabir.tripathi@okaxis,Kabir Tripathi,SAVINGS,False,29086.05,0.07,ACTIVE,2025-07-17T00:00:00Z
ACC-STUD-0077,darsh.singh@oktalb,Darsh Singh,SAVINGS,False,23268.93,0.04,ACTIVE,2026-01-03T00:00:00Z
ACC-STUD-0078,mehak.dubey@okicici,Mehak Dubey,SAVINGS,False,32918.46,0.01,ACTIVE,2026-03-11T00:00:00Z
ACC-STUD-0079,advaith.chaubey@okicici,Advaith Chaubey,SAVINGS,False,13916.40,0.03,ACTIVE,2026-04-25T00:00:00Z
ACC-STUD-0080,kian.pandey@oksbi,Kian Pandey,SAVINGS,False,36973.92,0.06,ACTIVE,2025-10-13T00:00:00Z
ACC-STUD-0081,gaurav.mehta@oktalb,Gaurav Mehta,SAVINGS,False,32220.93,0.05,ACTIVE,2025-10-31T00:00:00Z
ACC-STUD-0082,aaditya.kapoor@okicici,Aaditya Kapoor,SAVINGS,False,21187.33,0.06,ACTIVE,2025-08-22T00:00:00Z
ACC-STUD-0083,ayush.sharma@okfcc,Ayush Sharma,SAVINGS,False,19334.11,0.02,ACTIVE,2025-11-13T00:00:00Z
ACC-STUD-0084,tara.banerjee@okhdfcbank,Tara Banerjee,SAVINGS,False,10291.81,0.05,ACTIVE,2025-06-30T00:00:00Z
ACC-STUD-0085,shaurya.saxena@oktalb,Shaurya Saxena,SAVINGS,False,31284.85,0.08,ACTIVE,2026-02-04T00:00:00Z
ACC-STUD-0086,harsh.joshi@okhdfcbank,Harsh Joshi,SAVINGS,False,18847.81,0.05,ACTIVE,2026-05-04T00:00:00Z
ACC-STUD-0087,aadhya.dubey@okfcc,Aadhya Dubey,SAVINGS,False,36699.25,0.08,ACTIVE,2026-01-03T00:00:00Z
ACC-STUD-0088,aaditya.banerjee@okaxis,Aaditya Banerjee,SAVINGS,False,25220.55,0.04,ACTIVE,2026-05-10T00:00:00Z
ACC-STUD-0089,kunal.mishra@oksbi,Kunal Mishra,SAVINGS,False,9701.45,0.03,ACTIVE,2025-10-05T00:00:00Z
ACC-STUD-0090,rishi.thakur@okhdfcbank,Rishi Thakur,SAVINGS,False,4091.25,0.05,ACTIVE,2025-06-04T00:00:00Z
ACC-STUD-0091,rishi.bhatia@oksbi,Rishi Bhatia,SAVINGS,False,4086.29,0.03,ACTIVE,2025-11-17T00:00:00Z
ACC-STUD-0092,vikram.shah@okfcc,Vikram Shah,SAVINGS,False,27902.37,0.07,ACTIVE,2025-08-07T00:00:00Z
ACC-STUD-0093,rohan.nair@okaxis,Rohan Nair,SAVINGS,False,8449.96,0.02,ACTIVE,2025-12-26T00:00:00Z
ACC-STUD-0094,swati.dutta@okaxis,Swati Dutta,SAVINGS,False,18546.40,0.06,ACTIVE,2025-12-28T00:00:00Z
ACC-STUD-0095,advik.malhotra@okaxis,Advik Malhotra,SAVINGS,False,30721.63,0.02,ACTIVE,2025-11-21T00:00:00Z
ACC-STUD-0096,aryan.patel@okfcc,Aryan Patel,SAVINGS,False,6616.65,0.02,ACTIVE,2026-01-16T00:00:00Z
ACC-STUD-0097,mehak.nair@oksbi,Mehak Nair,SAVINGS,False,30992.81,0.07,ACTIVE,2026-01-13T00:00:00Z
ACC-STUD-0098,advik.malhotra@oktalb,Advik Malhotra,SAVINGS,False,32015.01,0.08,ACTIVE,2026-03-04T00:00:00Z
ACC-STUD-0099,diya.singh@okaxis,Diya Singh,SAVINGS,False,19069.58,0.07,ACTIVE,2026-02-04T00:00:00Z
ACC-STUD-0100,ayaan.singh@okaxis,Ayaan Singh,SAVINGS,False,37463.77,0.03,ACTIVE,2025-06-02T00:00:00Z
ACC-STUD-0101,kriti.das@okaxis,Kriti Das,SAVINGS,False,36442.09,0.08,ACTIVE,2026-05-23T00:00:00Z
ACC-STUD-0102,vikram.kapoor@okhdfcbank,Vikram Kapoor,SAVINGS,False,9446.08,0.01,ACTIVE,2025-10-30T00:00:00Z
ACC-STUD-0103,deepak.malhotra@oktalb,Deepak Malhotra,SAVINGS,False,3586.53,0.05,ACTIVE,2025-11-08T00:00:00Z
ACC-STUD-0104,gaurav.dubey@okhdfcbank,Gaurav Dubey,SAVINGS,False,36568.43,0.02,ACTIVE,2025-06-30T00:00:00Z
ACC-STUD-0105,devansh.bhatia@okfcc,Devansh Bhatia,SAVINGS,False,26145.26,0.03,ACTIVE,2025-07-05T00:00:00Z
ACC-STUD-0106,aaryan.jha@okhdfcbank,Aaryan Jha,SAVINGS,False,23199.95,0.05,ACTIVE,2026-03-24T00:00:00Z
ACC-STUD-0107,priya.thakur@okfcc,Priya Thakur,SAVINGS,False,13047.50,0.03,ACTIVE,2026-02-23T00:00:00Z
ACC-STUD-0108,ira.nair@okicici,Ira Nair,SAVINGS,False,6277.06,0.06,ACTIVE,2025-12-20T00:00:00Z
ACC-STUD-0109,kriti.chatterjee@oksbi,Kriti Chatterjee,SAVINGS,False,18227.42,0.08,ACTIVE,2025-06-05T00:00:00Z
ACC-STUD-0110,advik.bhatia@okfcc,Advik Bhatia,SAVINGS,False,19964.79,0.02,ACTIVE,2025-09-18T00:00:00Z
ACC-STUD-0111,prisha.bhatia@okhdfcbank,Prisha Bhatia,SAVINGS,False,11902.04,0.04,ACTIVE,2025-12-07T00:00:00Z
ACC-STUD-0112,deepak.banerjee@okfcc,Deepak Banerjee,SAVINGS,False,20806.34,0.06,ACTIVE,2026-05-01T00:00:00Z
ACC-STUD-0113,avani.mehta@okhdfcbank,Avani Mehta,SAVINGS,False,5713.15,0.02,ACTIVE,2025-10-14T00:00:00Z
ACC-STUD-0114,darsh.rao@okicici,Darsh Rao,SAVINGS,False,9187.98,0.03,ACTIVE,2026-04-06T00:00:00Z
ACC-STUD-0115,aadhya.tripathi@okaxis,Aadhya Tripathi,SAVINGS,False,34544.78,0.07,ACTIVE,2025-10-07T00:00:00Z
ACC-STUD-0116,atharv.ray@okicici,Atharv Ray,SAVINGS,False,1629.42,0.06,ACTIVE,2025-06-23T00:00:00Z
ACC-STUD-0117,aadhya.singh@oktalb,Aadhya Singh,SAVINGS,False,21636.34,0.04,ACTIVE,2026-01-13T00:00:00Z
ACC-STUD-0118,vivaan.chopra@oksbi,Vivaan Chopra,SAVINGS,False,34493.39,0.05,ACTIVE,2026-05-20T00:00:00Z
ACC-STUD-0119,anvi.thakur@okfcc,Anvi Thakur,SAVINGS,False,17187.22,0.01,ACTIVE,2025-08-15T00:00:00Z
ACC-STUD-0120,tara.gupta@okicici,Tara Gupta,SAVINGS,False,26395.43,0.06,ACTIVE,2025-09-16T00:00:00Z
ACC-STUD-0121,isha.upadhyay@okaxis,Isha Upadhyay,SAVINGS,False,28855.93,0.07,ACTIVE,2026-04-14T00:00:00Z
ACC-STUD-0122,diya.singh@okhdfcbank,Diya Singh,SAVINGS,False,2404.70,0.06,ACTIVE,2025-12-29T00:00:00Z
ACC-STUD-0123,navya.paul@oktalb,Navya Paul,SAVINGS,False,11238.41,0.07,ACTIVE,2025-10-06T00:00:00Z
ACC-STUD-0124,pranav.sengupta@oksbi,Pranav Sengupta,SAVINGS,False,9618.83,0.07,ACTIVE,2026-01-27T00:00:00Z
ACC-STUD-0125,kriti.dutta@okicici,Kriti Dutta,SAVINGS,False,9636.71,0.06,ACTIVE,2025-09-25T00:00:00Z
ACC-STUD-0126,pooja.mukherjee@okicici,Pooja Mukherjee,SAVINGS,False,36791.45,0.03,ACTIVE,2025-07-06T00:00:00Z
ACC-STUD-0127,amit.bose@oktalb,Amit Bose,SAVINGS,False,13586.97,0.01,ACTIVE,2026-03-02T00:00:00Z
ACC-STUD-0128,aadhya.kumar@okfcc,Aadhya Kumar,SAVINGS,False,2896.39,0.05,ACTIVE,2025-10-14T00:00:00Z
ACC-STUD-0129,prisha.chatterjee@okaxis,Prisha Chatterjee,SAVINGS,False,37424.61,0.02,ACTIVE,2026-04-07T00:00:00Z
ACC-STUD-0130,aryan.iyer@oksbi,Aryan Iyer,SAVINGS,False,1561.73,0.07,ACTIVE,2026-01-10T00:00:00Z
ACC-STUD-0131,harsh.patel@okicici,Harsh Patel,SAVINGS,False,4054.04,0.06,ACTIVE,2026-01-07T00:00:00Z
ACC-STUD-0132,navya.chauhan@okicici,Navya Chauhan,SAVINGS,False,32452.56,0.06,ACTIVE,2026-05-06T00:00:00Z
ACC-STUD-0133,avani.tripathi@okicici,Avani Tripathi,SAVINGS,False,16406.34,0.04,ACTIVE,2026-05-08T00:00:00Z
ACC-STUD-0134,riya.upadhyay@okhdfcbank,Riya Upadhyay,SAVINGS,False,16846.29,0.08,ACTIVE,2025-09-07T00:00:00Z
ACC-STUD-0135,nirvaan.chauhan@okfcc,Nirvaan Chauhan,SAVINGS,False,16321.74,0.07,ACTIVE,2025-11-02T00:00:00Z
ACC-STUD-0136,avani.das@okhdfcbank,Avani Das,SAVINGS,False,30180.20,0.05,ACTIVE,2026-01-07T00:00:00Z
ACC-STUD-0137,siya.pandey@okaxis,Siya Pandey,SAVINGS,False,26160.39,0.05,ACTIVE,2026-01-13T00:00:00Z
ACC-STUD-0138,rudra.saxena@okicici,Rudra Saxena,SAVINGS,False,25730.67,0.05,ACTIVE,2026-02-19T00:00:00Z
ACC-STUD-0139,atharv.nair@oktalb,Atharv Nair,SAVINGS,False,9699.38,0.02,ACTIVE,2025-11-06T00:00:00Z
ACC-STUD-0140,vihaan.gupta@okhdfcbank,Vihaan Gupta,SAVINGS,False,23811.50,0.06,ACTIVE,2026-01-30T00:00:00Z
ACC-STUD-0141,kriti.paul@oktalb,Kriti Paul,SAVINGS,False,8596.89,0.06,ACTIVE,2026-03-22T00:00:00Z
ACC-STUD-0142,siddharth.bose@okhdfcbank,Siddharth Bose,SAVINGS,False,25446.12,0.01,ACTIVE,2025-08-15T00:00:00Z
ACC-STUD-0143,pranav.ray@okhdfcbank,Pranav Ray,SAVINGS,False,30850.01,0.06,ACTIVE,2025-08-30T00:00:00Z
ACC-STUD-0144,mehak.malhotra@okfcc,Mehak Malhotra,SAVINGS,False,34987.66,0.02,ACTIVE,2025-10-06T00:00:00Z
ACC-STUD-0145,kabir.pandey@oktalb,Kabir Pandey,SAVINGS,False,37558.07,0.05,ACTIVE,2026-02-27T00:00:00Z
ACC-STUD-0146,divya.chauhan@oktalb,Divya Chauhan,SAVINGS,False,17076.04,0.07,ACTIVE,2026-02-14T00:00:00Z
ACC-STUD-0147,shreya.singh@oktalb,Shreya Singh,SAVINGS,False,17927.55,0.06,ACTIVE,2026-01-30T00:00:00Z
ACC-STUD-0148,ananya.dubey@okaxis,Ananya Dubey,SAVINGS,False,10232.47,0.04,ACTIVE,2026-04-17T00:00:00Z
ACC-STUD-0149,myra.nair@okicici,Myra Nair,SAVINGS,False,13169.40,0.05,ACTIVE,2025-11-19T00:00:00Z
ACC-STUD-0150,kabir.kapoor@okhdfcbank,Kabir Kapoor,SAVINGS,False,26829.17,0.06,ACTIVE,2025-12-14T00:00:00Z
ACC-STUD-0151,krishna.paul@okaxis,Krishna Paul,SAVINGS,False,21305.31,0.04,ACTIVE,2025-11-17T00:00:00Z
ACC-STUD-0152,aarush.paul@okaxis,Aarush Paul,SAVINGS,False,36031.26,0.01,ACTIVE,2026-03-27T00:00:00Z
ACC-STUD-0153,aarna.tiwari@oksbi,Aarna Tiwari,SAVINGS,False,12399.36,0.04,ACTIVE,2025-11-28T00:00:00Z
ACC-STUD-0154,priya.chaubey@oktalb,Priya Chaubey,SAVINGS,False,30695.19,0.07,ACTIVE,2026-03-07T00:00:00Z
ACC-STUD-0155,vikram.reddy@okicici,Vikram Reddy,SAVINGS,False,19225.93,0.04,ACTIVE,2026-01-10T00:00:00Z
ACC-STUD-0156,pooja.singh@okaxis,Pooja Singh,SAVINGS,False,37296.35,0.05,ACTIVE,2025-08-05T00:00:00Z
ACC-STUD-0157,sneha.thakur@okfcc,Sneha Thakur,SAVINGS,False,2489.22,0.05,ACTIVE,2026-05-06T00:00:00Z
ACC-STUD-0158,kabir.pandey@okhdfcbank,Kabir Pandey,SAVINGS,False,10995.71,0.03,ACTIVE,2025-06-26T00:00:00Z
ACC-STUD-0159,kriti.chatterjee@okicici,Kriti Chatterjee,SAVINGS,False,11656.37,0.08,ACTIVE,2025-12-12T00:00:00Z
ACC-STUD-0160,priya.iyer@oksbi,Priya Iyer,SAVINGS,False,2207.49,0.05,ACTIVE,2026-01-27T00:00:00Z
ACC-STUD-0161,prisha.reddy@oktalb,Prisha Reddy,SAVINGS,False,30015.01,0.06,ACTIVE,2025-07-06T00:00:00Z
ACC-STUD-0162,vihaan.nair@okhdfcbank,Vihaan Nair,SAVINGS,False,24178.75,0.03,ACTIVE,2025-06-11T00:00:00Z
ACC-STUD-0163,rohan.chopra@okfcc,Rohan Chopra,SAVINGS,False,18473.74,0.03,ACTIVE,2025-09-20T00:00:00Z
ACC-STUD-0164,anvi.singh@okfcc,Anvi Singh,SAVINGS,False,36676.32,0.06,ACTIVE,2026-04-07T00:00:00Z
ACC-STUD-0165,kian.banerjee@oksbi,Kian Banerjee,SAVINGS,False,2437.26,0.03,ACTIVE,2026-03-24T00:00:00Z
ACC-STUD-0166,aarna.bose@oktalb,Aarna Bose,SAVINGS,False,4273.87,0.06,ACTIVE,2025-09-10T00:00:00Z
ACC-STUD-0167,saanvi.mehta@oktalb,Saanvi Mehta,SAVINGS,False,32535.70,0.05,ACTIVE,2025-11-02T00:00:00Z
ACC-STUD-0168,aaryan.jha@oksbi,Aaryan Jha,SAVINGS,False,20945.20,0.06,ACTIVE,2025-11-25T00:00:00Z
ACC-STUD-0169,krishna.tripathi@oktalb,Krishna Tripathi,SAVINGS,False,1961.80,0.04,ACTIVE,2025-11-22T00:00:00Z
ACC-STUD-0170,vikram.mehta@okaxis,Vikram Mehta,SAVINGS,False,24698.86,0.07,ACTIVE,2025-12-03T00:00:00Z
ACC-STUD-0171,darsh.ray@okhdfcbank,Darsh Ray,SAVINGS,False,36739.79,0.03,ACTIVE,2026-02-23T00:00:00Z
ACC-STUD-0172,harsh.tiwari@okaxis,Harsh Tiwari,SAVINGS,False,31639.31,0.05,ACTIVE,2026-01-10T00:00:00Z
ACC-STUD-0173,siya.nair@oksbi,Siya Nair,SAVINGS,False,33679.54,0.03,ACTIVE,2025-10-21T00:00:00Z
ACC-STUD-0174,mehak.jha@okfcc,Mehak Jha,SAVINGS,False,15333.11,0.01,ACTIVE,2026-05-09T00:00:00Z
ACC-STUD-0175,siya.kumar@okaxis,Siya Kumar,SAVINGS,False,14451.11,0.03,ACTIVE,2025-09-17T00:00:00Z
ACC-STUD-0176,ananya.yadav@oktalb,Ananya Yadav,SAVINGS,False,21786.37,0.05,ACTIVE,2025-10-20T00:00:00Z
ACC-STUD-0177,aryan.saxena@okhdfcbank,Aryan Saxena,SAVINGS,False,19333.09,0.06,ACTIVE,2025-12-26T00:00:00Z
ACC-STUD-0178,rohan.shukla@okaxis,Rohan Shukla,SAVINGS,False,4896.45,0.03,ACTIVE,2025-06-09T00:00:00Z
ACC-STUD-0179,saanvi.banerjee@oktalb,Saanvi Banerjee,SAVINGS,False,14969.25,0.05,ACTIVE,2026-03-25T00:00:00Z
ACC-STUD-0180,prisha.ray@oktalb,Prisha Ray,SAVINGS,False,13573.88,0.06,ACTIVE,2026-03-09T00:00:00Z
ACC-STUD-0181,pari.banerjee@okicici,Pari Banerjee,SAVINGS,False,5903.94,0.02,ACTIVE,2025-09-27T00:00:00Z
ACC-STUD-0182,aaryan.chaubey@oktalb,Aaryan Chaubey,SAVINGS,False,8491.25,0.06,ACTIVE,2025-09-03T00:00:00Z
ACC-STUD-0183,ananya.thakur@okfcc,Ananya Thakur,SAVINGS,False,11829.45,0.02,ACTIVE,2026-04-02T00:00:00Z
ACC-STUD-0184,aryan.das@okhdfcbank,Aryan Das,SAVINGS,False,8049.62,0.01,ACTIVE,2025-12-02T00:00:00Z
ACC-STUD-0185,harsh.joshi@okicici,Harsh Joshi,SAVINGS,False,37061.76,0.05,ACTIVE,2025-06-24T00:00:00Z
ACC-STUD-0186,dhruv.shukla@oksbi,Dhruv Shukla,SAVINGS,False,22453.34,0.04,ACTIVE,2025-06-07T00:00:00Z
ACC-STUD-0187,divya.mukherjee@okhdfcbank,Divya Mukherjee,SAVINGS,False,10715.46,0.07,ACTIVE,2025-06-27T00:00:00Z
ACC-STUD-0188,advaith.bhatia@okaxis,Advaith Bhatia,SAVINGS,False,4204.00,0.05,ACTIVE,2026-02-07T00:00:00Z
ACC-STUD-0189,reyansh.kapoor@okhdfcbank,Reyansh Kapoor,SAVINGS,False,36143.09,0.02,ACTIVE,2026-03-16T00:00:00Z
ACC-STUD-0190,saanvi.chopra@okfcc,Saanvi Chopra,SAVINGS,False,23630.59,0.07,ACTIVE,2025-12-31T00:00:00Z
ACC-STUD-0191,anay.dubey@okaxis,Anay Dubey,SAVINGS,False,34660.41,0.03,ACTIVE,2026-01-17T00:00:00Z
ACC-STUD-0192,tanvi.banerjee@okfcc,Tanvi Banerjee,SAVINGS,False,3698.41,0.08,ACTIVE,2026-04-14T00:00:00Z
ACC-STUD-0193,advik.shah@oktalb,Advik Shah,SAVINGS,False,11159.58,0.02,ACTIVE,2025-09-17T00:00:00Z
ACC-STUD-0194,diya.kumar@okfcc,Diya Kumar,SAVINGS,False,7213.44,0.04,ACTIVE,2025-07-09T00:00:00Z
ACC-STUD-0195,rohan.das@oksbi,Rohan Das,SAVINGS,False,12015.83,0.03,ACTIVE,2025-09-27T00:00:00Z
ACC-STUD-0196,kriti.bhatia@oktalb,Kriti Bhatia,SAVINGS,False,35222.75,0.07,ACTIVE,2025-09-28T00:00:00Z
ACC-STUD-0197,aaditya.ray@oksbi,Aaditya Ray,SAVINGS,False,9705.54,0.02,ACTIVE,2026-03-06T00:00:00Z
ACC-STUD-0198,pari.kapoor@oksbi,Pari Kapoor,SAVINGS,False,7556.18,0.03,ACTIVE,2025-07-01T00:00:00Z
ACC-STUD-0199,myra.mishra@oksbi,Myra Mishra,SAVINGS,False,26636.75,0.06,ACTIVE,2026-01-26T00:00:00Z
ACC-STUD-0200,pari.tripathi@okfcc,Pari Tripathi,SAVINGS,False,17478.20,0.05,ACTIVE,2026-02-08T00:00:00Z
ACC-STUD-0201,swati.chatterjee@okfcc,Swati Chatterjee,SAVINGS,False,2444.07,0.03,ACTIVE,2025-10-07T00:00:00Z
ACC-STUD-0202,aditya.rao@okfcc,Aditya Rao,SAVINGS,False,29353.48,0.02,ACTIVE,2025-06-21T00:00:00Z
ACC-STUD-0203,kunal.mishra@okicici,Kunal Mishra,SAVINGS,False,37888.51,0.04,ACTIVE,2025-09-01T00:00:00Z
ACC-STUD-0204,vikram.saxena@okaxis,Vikram Saxena,SAVINGS,False,16404.71,0.03,ACTIVE,2025-11-26T00:00:00Z
ACC-STUD-0205,pranav.singh@okicici,Pranav Singh,SAVINGS,False,26819.09,0.03,ACTIVE,2025-12-28T00:00:00Z
ACC-STUD-0206,pooja.upadhyay@oksbi,Pooja Upadhyay,SAVINGS,False,4714.18,0.03,ACTIVE,2026-01-19T00:00:00Z
ACC-STUD-0207,advaith.bose@okfcc,Advaith Bose,SAVINGS,False,25504.60,0.05,ACTIVE,2025-06-01T00:00:00Z
ACC-STUD-0208,neha.malhotra@okhdfcbank,Neha Malhotra,SAVINGS,False,14704.95,0.06,ACTIVE,2026-02-21T00:00:00Z
ACC-STUD-0209,divya.malhotra@okhdfcbank,Divya Malhotra,SAVINGS,False,21546.52,0.07,ACTIVE,2025-10-15T00:00:00Z
ACC-STUD-0210,divya.shukla@oksbi,Divya Shukla,SAVINGS,False,37019.86,0.05,ACTIVE,2025-06-15T00:00:00Z
ACC-STUD-0211,diya.singh@okicici,Diya Singh,SAVINGS,False,1999.12,0.04,ACTIVE,2026-03-10T00:00:00Z
ACC-STUD-0212,anay.chopra@okaxis,Anay Chopra,SAVINGS,False,25141.40,0.02,ACTIVE,2025-07-31T00:00:00Z
ACC-STUD-0213,riya.tripathi@oktalb,Riya Tripathi,SAVINGS,False,16665.40,0.04,ACTIVE,2025-10-18T00:00:00Z
ACC-STUD-0214,rohan.nair1@okaxis,Rohan Nair,SAVINGS,False,6779.43,0.02,ACTIVE,2026-03-10T00:00:00Z
ACC-STUD-0215,amit.joshi@oksbi,Amit Joshi,SAVINGS,False,29702.64,0.07,ACTIVE,2025-10-20T00:00:00Z
ACC-STUD-0216,rhea.tripathi@okicici,Rhea Tripathi,SAVINGS,False,11823.62,0.03,ACTIVE,2025-06-02T00:00:00Z
ACC-STUD-0217,vikram.kapoor@okaxis,Vikram Kapoor,SAVINGS,False,19178.46,0.03,ACTIVE,2026-03-03T00:00:00Z
ACC-STUD-0218,deepak.sengupta@okaxis,Deepak Sengupta,SAVINGS,False,33240.46,0.08,ACTIVE,2025-11-12T00:00:00Z
ACC-STUD-0219,diya.jha@okaxis,Diya Jha,SAVINGS,False,32744.47,0.04,ACTIVE,2025-09-28T00:00:00Z
ACC-STUD-0220,ira.tiwari@oktalb,Ira Tiwari,SAVINGS,False,15591.87,0.06,ACTIVE,2025-12-13T00:00:00Z
ACC-STUD-0221,darsh.shukla@oksbi,Darsh Shukla,SAVINGS,False,19833.63,0.05,ACTIVE,2025-08-04T00:00:00Z
ACC-STUD-0222,advik.mishra@oksbi,Advik Mishra,SAVINGS,False,34731.12,0.01,ACTIVE,2026-02-25T00:00:00Z
ACC-STUD-0223,ritvik.paul@oktalb,Ritvik Paul,SAVINGS,False,4231.23,0.06,ACTIVE,2025-08-19T00:00:00Z
ACC-STUD-0224,aadhya.mukherjee@okfcc,Aadhya Mukherjee,SAVINGS,False,16008.14,0.02,ACTIVE,2026-05-21T00:00:00Z
ACC-STUD-0225,navya.chaubey@okaxis,Navya Chaubey,SAVINGS,False,24378.17,0.07,ACTIVE,2025-11-10T00:00:00Z
ACC-STUD-0226,vikram.chaubey@oksbi,Vikram Chaubey,SAVINGS,False,3997.36,0.05,ACTIVE,2026-04-13T00:00:00Z
ACC-STUD-0227,myra.reddy@oktalb,Myra Reddy,SAVINGS,False,17339.96,0.02,ACTIVE,2025-07-17T00:00:00Z
ACC-STUD-0228,advik.mishra@okhdfcbank,Advik Mishra,SAVINGS,False,12430.51,0.01,ACTIVE,2026-05-22T00:00:00Z
ACC-STUD-0229,siya.malhotra@okicici,Siya Malhotra,SAVINGS,False,15181.70,0.02,ACTIVE,2025-12-01T00:00:00Z
ACC-STUD-0230,ayush.paul@okfcc,Ayush Paul,SAVINGS,False,30426.96,0.02,ACTIVE,2026-05-16T00:00:00Z
ACC-STUD-0231,shaurya.chauhan@okaxis,Shaurya Chauhan,SAVINGS,False,26434.41,0.04,ACTIVE,2026-04-14T00:00:00Z
ACC-STUD-0232,ritvik.reddy@okaxis,Ritvik Reddy,SAVINGS,False,10770.17,0.03,ACTIVE,2026-04-23T00:00:00Z
ACC-STUD-0233,vivaan.pandey@okicici,Vivaan Pandey,SAVINGS,False,21450.83,0.02,ACTIVE,2026-05-13T00:00:00Z
ACC-STUD-0234,prisha.thakur@okicici,Prisha Thakur,SAVINGS,False,36614.06,0.06,ACTIVE,2026-04-24T00:00:00Z
ACC-STUD-0235,kriti.banerjee@okhdfcbank,Kriti Banerjee,SAVINGS,False,32646.74,0.02,ACTIVE,2025-12-14T00:00:00Z
ACC-STUD-0236,aarna.jha@okicici,Aarna Jha,SAVINGS,False,12299.34,0.06,ACTIVE,2026-03-22T00:00:00Z
ACC-STUD-0237,aditya.bose@okicici,Aditya Bose,SAVINGS,False,22156.41,0.06,ACTIVE,2025-06-05T00:00:00Z
ACC-STUD-0238,reyansh.yadav@oktalb,Reyansh Yadav,SAVINGS,False,31898.62,0.07,ACTIVE,2026-02-10T00:00:00Z
ACC-STUD-0239,rishi.yadav@okicici,Rishi Yadav,SAVINGS,False,24736.55,0.05,ACTIVE,2025-09-21T00:00:00Z
ACC-STUD-0240,kabir.mehta@oktalb,Kabir Mehta,SAVINGS,False,2938.92,0.07,ACTIVE,2026-04-27T00:00:00Z
